DTree-10,100,89.93,166.87,33.13,110.07,5.53,0.0065,0.642,0.549745081479038
DTree-20,100,116.37,157.56,42.44,83.63,8.08,0.0055,0.684825,0.645759296054844
LDA,100,141.55,143.08,56.92,58.45,376.51,0.2717,0.711575,0.707866859132936
LR,100,22,178,22,178,0.38,0.004925,0.5,0.0733333333333333
NLSVM-0.1,100,125.9,90.89,109.11,74.1,3.09,0.055775,0.541975,0.463047436726255
NLSVM-1.0,100,146.87,97.04,102.96,53.13,2.32,0.040025,0.609775,0.598459393672534
NLSVM-10,100,112.81,119.12,80.88,87.19,2.14,0.03735,0.579825,0.460872891136584
RFC-100,100,97.63,178.01,21.99,102.37,43.27,0.02545,0.6891,0.609204440102094
RFC-50,100,96.54,178.25,21.75,103.46,20.67,0.013175,0.686975,0.60488205257095
SDA-0.5,100,139.5,172.31,27.69,60.5,1667.32,0.16965,0.779525,0.756216061447562
SDA-1.0,100,138.26,171.8,28.2,61.74,1658.8,0.171175,0.77515,0.750928233205116
SDA-1.5,100,137.89,171.71,28.29,62.11,1637.37,0.169925,0.774,0.749473404593346
SDA-2.0,100,137.61,171.6,28.4,62.39,1645.05,0.170625,0.773025,0.748313245175676
SDA-2.5,100,137.48,171.59,28.41,62.52,1654.74,0.170875,0.772675,0.7478505123872
SDA-3.0,100,137.37,171.54,28.46,62.63,1656.87,0.169075,0.772275,0.747372412653036
SVM,100,162.81,157.72,42.28,37.19,3.29,0.0059,0.801325,0.803214959396861
Ye-LDA,100,138.56,169.12,30.88,61.44,137.09,0.0088,0.7692,0.746862360890702
\TheName{}-0.5,100,161.99,139.74,60.26,38.01,1759.47,0.171525,0.754325,0.770047864319404
\TheName{}-1.0,100,158.7,171.12,28.88,41.3,1736.62,0.1717,0.82455,0.817136281551811
\TheName{}-1.5,100,148.92,172.33,27.67,51.08,1742.67,0.172475,0.803125000000001,0.788367872445757
\TheName{}-2.0,100,145.17,172.39,27.61,54.83,1740.81,0.173475,0.7939,0.776035729835695
\TheName{}-2.5,100,143.3,172.14,27.86,56.7,1755.7,0.173,0.7886,0.76922510123715
\TheName{}-3.0,100,142.1,171.87,28.13,57.9,1747.77,0.1714,0.784925,0.76456884315015
