DTree-10,100,90.68,166.66,33.34,109.32,6.58,0.005525,0.64335,0.553924940938169
DTree-20,100,115.57,154,46,84.43,6.51,0.0048,0.673925,0.637270661972415
LDA,100,139.86,143.86,56.14,60.14,346.42,0.2835,0.7093,0.703601215484033
LR,100,40,160,40,160,0.43,0.00555,0.5,0.133333333333333
NLSVM-0.1,100,116.81,96.27,103.73,83.19,1.63,0.040975,0.5327,0.425856224167715
NLSVM-1.0,100,147.77,91.9,108.1,52.23,1.4,0.03145,0.599175,0.596166797033324
NLSVM-10,100,108.41,121.66,78.34,91.59,1.31,0.029825,0.575175,0.449916236701191
RFC-100,18,117.277777777778,153.777777777778,46.2222222222222,82.7222222222222,11.8333333333333,0.0106944444444444,0.677638888888889,0.628693124297673
RFC-50,20,118.25,153.35,46.65,81.75,6.1,0.006,0.679,0.631069382780863
SDA-0.5,100,138.46,170.66,29.34,61.54,1651.21,0.17325,0.7728,0.749314084892691
SDA-1.0,100,137.31,170.27,29.73,62.69,1644.72,0.173,0.76895,0.744575612573273
SDA-1.5,100,136.79,170.12,29.88,63.21,1641.39,0.176025,0.767275,0.742588134235103
SDA-2.0,100,136.51,169.98,30.02,63.49,1633.36,0.1735,0.766225,0.741325119167033
SDA-2.5,100,136.28,169.86,30.14,63.72,1633.9,0.17245,0.76535,0.740264003868291
SDA-3.0,100,136.19,169.84,30.16,63.81,1640.1,0.173575,0.765075,0.739923849080864
SVM,100,156.25,156.77,43.23,43.75,2.29,0.00715,0.78255,0.780940059884024
Ye-LDA,100,134.76,167.75,32.25,65.24,129.94,0.00605,0.756275,0.730905509753384
\TheName{}-0.5,100,159.46,139.12,60.88,40.54,1718.44,0.173875,0.74645,0.76213315254261
\TheName{}-1.0,100,155.62,167.63,32.37,44.38,1728.04,0.17465,0.808125,0.800673576623819
\TheName{}-1.5,100,147.2,170.23,29.77,52.8,1730.54,0.17355,0.793575,0.778372427100114
\TheName{}-2.0,100,143.55,170.57,29.43,56.45,1726.95,0.177725,0.785300000000001,0.766882311740673
\TheName{}-2.5,100,141.35,170.47,29.53,58.65,1718.81,0.174825,0.77955,0.759067033891531
\TheName{}-3.0,100,140.42,170.39,29.61,59.58,1719.56,0.17605,0.777025,0.755714051506119
