LDA,101,165.792079207921,165.316831683168,84.6831683168317,84.2079207920792,0,2989506845.81325,0.662217821782178,0.661895122933262
Optimal,101,209,212,38,41,0,2989506846.05792,0.841999999999999,0.841046277665996
SDA-1.0,101,169.841584158416,171.475247524752,78.5247524752475,80.1584158415842,0,2989506799.47497,0.682633663366336,0.681222152342009
SDA-1024.0,101,174.217821782178,175.564356435644,74.4356435643564,75.7821782178218,0,2989506820.94713,0.699564356435643,0.698357125089736
SDA-128.0,101,174.19801980198,175.534653465347,74.4653465346535,75.8019801980198,0,2989506814.48701,0.699465346534653,0.698261642760589
SDA-16.0,101,173.960396039604,175.336633663366,74.6633663366337,76.039603960396,0,2989506808.04186,0.698594059405941,0.697356586045097
SDA-2.0,101,172.60396039604,174.059405940594,75.9405940594059,77.3960396039604,0,2989506801.62026,0.693326732673268,0.692030518579774
SDA-256.0,101,174.207920792079,175.534653465347,74.4653465346535,75.7920792079208,0,2989506816.6441,0.699485148514851,0.698288672934848
SDA-32.0,101,174.138613861386,175.524752475248,74.4752475247525,75.8613861386139,0,2989506810.1857,0.699326732673267,0.698093850416675
SDA-4.0,101,173.178217821782,174.673267326733,75.3267326732673,76.8217821782178,0,2989506803.75505,0.69570297029703,0.694360955658576
SDA-512.0,101,174.217821782178,175.544554455446,74.4554455445545,75.7821782178218,0,2989506818.79204,0.699524752475247,0.698329571054702
SDA-64.0,101,174.19801980198,175.554455445545,74.4455445544555,75.8019801980198,0,2989506812.32968,0.69950495049505,0.698291249281522
SDA-8.0,101,173.762376237624,175.118811881188,74.8811881188119,76.2376237623762,0,2989506805.89289,0.697762376237624,0.69652184244497
\TheName{}-1.0,101,93.7524752475248,92.4059405940594,157.594059405941,156.247524752475,0,2989506823.18442,0.372316831683168,0.372911979606153
\TheName{}-1024.0,101,174.287128712871,175.613861386139,74.3861386138614,75.7128712871287,0,2989506845.57475,0.69980198019802,0.698607417310988
\TheName{}-128.0,101,174.455445544554,175.851485148515,74.1485148514851,75.5445544554455,0,2989506838.84449,0.700613861386139,0.699391111623472
\TheName{}-16.0,101,175.336633663366,176.70297029703,73.2970297029703,74.6633663366337,0,2989506832.11642,0.704079207920792,0.702914970907635
\TheName{}-2.0,101,93.8514851485149,93.6732673267327,156.326732673267,156.148514851485,0,2989506825.41537,0.375049504950495,0.374163678728153
\TheName{}-256.0,101,174.257425742574,175.762376237624,74.2376237623762,75.7425742574257,0,2989506841.09261,0.700039603960396,0.698734254215866
\TheName{}-32.0,101,175.089108910891,176.544554455446,73.4554455445545,74.9108910891089,0,2989506834.36505,0.703267326732673,0.702073681475439
\TheName{}-4.0,101,118.237623762376,120.326732673267,129.673267326733,131.762376237624,0,2989506827.65208,0.477128712871287,0.473741714685851
\TheName{}-512.0,101,174.267326732673,175.683168316832,74.3168316831683,75.7326732673267,0,2989506843.33533,0.69990099009901,0.698652252409508
\TheName{}-64.0,101,174.524752475248,176.108910891089,73.8910891089109,75.4752475247525,0,2989506836.60566,0.701267326732673,0.699944576091026
\TheName{}-8.0,101,171.386138613861,171.762376237624,78.2376237623762,78.6138613861386,0,2989506829.88739,0.68629702970297,0.685538615437325
