DTree-10,20,106.55,154.85,45.15,93.45,2,0.00425,0.6535,0.596777910211926
DTree-20,20,119.1,149.25,50.75,80.9,2.65,0.003625,0.670875,0.642866394627516
LDA,20,150.35,141.05,58.95,49.65,261.05,0.177875,0.7285,0.73321769162316
LR,20,10,190,10,190,0.25,0.004125,0.5,0.0333333333333333
NLSVM-0.1,20,118.95,96.85,103.15,81.05,0.9,0.0315,0.5395,0.449571950985445
NLSVM-1.0,20,129.2,96.9,103.1,70.8,0.9,0.024625,0.56525,0.526421745370075
NLSVM-10,20,95.65,126.5,73.5,104.35,0.85,0.023375,0.555375,0.382204184996742
RFC-100,20,95.65,174.85,25.15,104.35,26,0.018875,0.67625,0.590005497734839
RFC-50,20,91.15,175.85,24.15,108.85,10.5,0.0085,0.6675,0.571724556226108
SDA-0.5,20,141.75,168.9,31.1,58.25,1206.6,0.17175,0.776625,0.753527912071
SDA-1.0,20,141,168.6,31.4,59,1209.35,0.1695,0.774,0.750328397123986
SDA-1.5,20,140.75,168.45,31.55,59.25,1214.8,0.17175,0.773,0.74908438440903
SDA-2.0,20,140.6,168.25,31.75,59.4,1209.95,0.17375,0.772125,0.748271500495311
SDA-2.5,20,140.65,168.2,31.8,59.35,1215.95,0.175375,0.772125,0.748398378231654
SDA-3.0,20,140.6,167.85,32.15,59.4,1218.05,0.1715,0.771125,0.747614990202022
SVM,20,158.7,152.6,47.4,41.3,1.35,0.00475,0.77825,0.780175255645994
Ye-LDA,20,130.95,167.9,32.1,69.05,118,0.003125,0.747125,0.716570018202853
\TheName{}-0.5,20,160.7,141.2,58.8,39.3,1292.75,0.177875,0.75475,0.76971194816125
\TheName{}-1.0,20,152.75,167.1,32.9,47.25,1276.55,0.174625,0.799625,0.788819273539495
\TheName{}-1.5,20,147.95,168.15,31.85,52.05,1282.7,0.181125,0.79025,0.774088204073131
\TheName{}-2.0,20,144.95,167.8,32.2,55.05,1289.95,0.171875,0.781875,0.762942413566204
\TheName{}-2.5,20,143.3,167.95,32.05,56.7,1284.05,0.177875,0.778125,0.757200012133952
\TheName{}-3.0,20,143.2,167.75,32.25,56.8,1285.35,0.177125,0.777375,0.75641961237615
