DTree-10,20,85.75,167.05,32.95,114.25,2.8,0.004,0.632,0.536001148005982
DTree-20,20,114.25,154.75,45.25,85.75,4.6,0.004125,0.6725,0.634317147867795
LDA,20,141.8,144.65,55.35,58.2,287.3,0.17975,0.716125,0.710241250811084
LR,20,20,180,20,180,0.45,0.005125,0.5,0.0666666666666667
NLSVM-0.1,20,156.95,63.7,136.3,43.05,1.95,0.045875,0.551625,0.571632080433917
NLSVM-1.0,20,129.6,107.85,92.15,70.4,1.85,0.036,0.593625,0.551069086843608
NLSVM-10,20,106.65,138.35,61.65,93.35,1.7,0.03375,0.6125,0.466179732903344
RFC-100,20,91,178.9,21.1,109,35.45,0.02325,0.67475,0.58186551092335
RFC-50,20,92.45,178.55,21.45,107.55,16.3,0.00975,0.6775,0.587259108345282
SDA-0.5,20,138.5,167.55,32.45,61.5,1255.15,0.17175,0.765125,0.742596372266848
SDA-1.0,20,137.15,167.2,32.8,62.85,1266.2,0.172,0.760875,0.737490599378021
SDA-1.5,20,136.7,166.9,33.1,63.3,1270.05,0.173125,0.759,0.735338838966726
SDA-2.0,20,136.35,166.85,33.15,63.65,1261,0.171375,0.758,0.734031732434459
SDA-2.5,20,136.3,166.9,33.1,63.7,1257.05,0.1725,0.758,0.733956042897775
SDA-3.0,20,136.25,166.85,33.15,63.75,1263.05,0.175125,0.75775,0.73364866661388
SVM,20,161.8,157.1,42.9,38.2,2.7,0.005,0.79725,0.799004868211421
Ye-LDA,20,138.35,165.85,34.15,61.65,140.05,0.00425,0.7605,0.73741173120189
\TheName{}-0.5,20,161.85,139.5,60.5,38.15,1333.3,0.1765,0.753375,0.768160400138363
\TheName{}-1.0,20,155.55,168.5,31.5,44.45,1331.4,0.1765,0.810125,0.802201256363632
\TheName{}-1.5,20,145.35,168.4,31.6,54.65,1327.95,0.17475,0.784375,0.768764831822423
\TheName{}-2.0,20,142.5,168.25,31.75,57.5,1330.05,0.179125,0.776875,0.758672508704899
\TheName{}-2.5,20,141.15,168.15,31.85,58.85,1335.9,0.17675,0.77325,0.753850024356906
\TheName{}-3.0,20,140.25,167.8,32.2,59.75,1331.95,0.176,0.770125,0.750105682721267
