LDA	121	118	82	79	305	0.18
SDA-0.5	105	184	16	95	1257	0.17
SDA-1.0	104	183	17	96	1298	0.175
SDA-1.5	104	183	17	96	1311	0.2225
SDA-2.0	104	181	19	96	1312	0.18
SDA-2.5	103	181	19	97	1299	0.1825
SDA-3.0	103	181	19	97	1320	0.1725
\TheName{}-0.5	167	125	75	33	1360	0.17
\TheName{}-1.0	127	180	20	73	1326	0.1775
\TheName{}-1.5	115	182	18	85	1428	0.1725
\TheName{}-2.0	110	182	18	90	1337	0.1825
\TheName{}-2.5	106	181	19	94	1355	0.1725
\TheName{}-3.0	107	180	20	93	1354	0.17
SVM	155	174	26	45	5	0.005
LR	0	200	0	200	1	0.005
Ye-LDA	123	177	23	77	162	0.0075
DTree-10	64	173	27	136	2	0.005
DTree-20	97	160	40	103	5	0.005
RFC-50	95	175	25	105	22	0.01
RFC-100	92	175	25	108	40	0.025
NLSVM-0.1	200	13	187	0	4	0.0625
NLSVM-1.0	180	72	128	20	3	0.045
NLSVM-10	177	144	56	23	3	0.0425
LDA	134	139	61	66	299	0.1825
SDA-0.5	148	149	51	52	1285	0.1675
SDA-1.0	149	149	51	51	1326	0.17
SDA-1.5	148	149	51	52	1291	0.1875
SDA-2.0	146	149	51	54	1338	0.1775
SDA-2.5	147	149	51	53	1346	0.18
SDA-3.0	147	149	51	53	1352	0.1675
\TheName{}-0.5	127	182	18	73	1371	0.1725
\TheName{}-1.0	147	164	36	53	1350	0.18
\TheName{}-1.5	147	157	43	53	1437	0.1775
\TheName{}-2.0	147	156	44	53	1420	0.17
\TheName{}-2.5	146	155	45	54	1401	0.1675
\TheName{}-3.0	146	154	46	54	1378	0.1675
SVM	155	150	50	45	7	0.0025
LR	0	200	0	200	1	0.0025
Ye-LDA	134	172	28	66	166	0.005
DTree-10	191	94	106	9	2	0.005
DTree-20	186	107	93	14	5	0.005
RFC-50	94	183	17	106	20	0.01
RFC-100	101	180	20	99	13	0.03
NLSVM-0.1	2	200	0	198	3	0.06
NLSVM-1.0	174	67	133	26	2	0.065
NLSVM-10	7	200	0	193	4	0.04
LDA	175	135	65	25	300	0.1675
SDA-0.5	124	171	29	76	1281	0.17
SDA-1.0	124	172	28	76	1258	0.17
SDA-1.5	124	172	28	76	1287	0.18
SDA-2.0	124	172	28	76	1301	0.1775
SDA-2.5	124	172	28	76	1303	0.175
SDA-3.0	124	172	28	76	1289	0.175
\TheName{}-0.5	172	118	82	28	1371	0.175
\TheName{}-1.0	171	169	31	29	1367	0.17
\TheName{}-1.5	150	168	32	50	1338	0.1725
\TheName{}-2.0	143	172	28	57	1371	0.1825
\TheName{}-2.5	138	171	29	62	1376	0.2125
\TheName{}-3.0	131	171	29	69	1466	0.17
SVM	176	155	45	24	6	0.0025
LR	200	0	200	0	1	0.0025
Ye-LDA	178	151	49	22	151	0.005
DTree-10	90	172	28	110	2	0.005
DTree-20	129	151	49	71	4	0.005
RFC-50	86	163	37	114	16	0.0075
RFC-100	87	168	32	113	30	0.0175
NLSVM-0.1	200	22	178	0	4	0.06
NLSVM-1.0	98	153	47	102	3	0.0475
NLSVM-10	200	23	177	0	2	0.0425
LDA	157	123	77	43	309	0.18
SDA-0.5	137	176	24	63	1275	0.1675
SDA-1.0	136	176	24	64	1283	0.1725
SDA-1.5	136	176	24	64	1305	0.1675
SDA-2.0	136	176	24	64	1315	0.18
SDA-2.5	136	176	24	64	1297	0.1775
SDA-3.0	136	176	24	64	1315	0.17
\TheName{}-0.5	192	148	52	8	1362	0.175
\TheName{}-1.0	171	174	26	29	1364	0.1725
\TheName{}-1.5	147	178	22	53	1340	0.1775
\TheName{}-2.0	143	177	23	57	1372	0.175
\TheName{}-2.5	142	177	23	58	1388	0.1675
\TheName{}-3.0	141	176	24	59	1360	0.175
SVM	176	147	53	24	6	0.005
LR	0	200	0	200	0	0.005
Ye-LDA	167	181	19	33	155	0.01
DTree-10	61	180	20	139	2	0.005
DTree-20	118	172	28	82	4	0.005
RFC-50	93	168	32	107	22	0.0125
RFC-100	97	166	34	103	50	0.0475
NLSVM-0.1	0	199	1	200	4	0.055
NLSVM-1.0	200	50	150	0	3	0.045
NLSVM-10	10	199	1	190	3	0.045
LDA	151	156	44	49	309	0.1875
SDA-0.5	155	181	19	45	1309	0.1725
SDA-1.0	154	179	21	46	1270	0.1875
SDA-1.5	154	179	21	46	1299	0.1675
SDA-2.0	154	179	21	46	1321	0.1675
SDA-2.5	154	179	21	46	1291	0.165
SDA-3.0	154	179	21	46	1348	0.1675
\TheName{}-0.5	178	140	60	22	1371	0.1875
\TheName{}-1.0	177	177	23	23	1343	0.1975
\TheName{}-1.5	165	179	21	35	1402	0.1725
\TheName{}-2.0	161	180	20	39	1337	0.17
\TheName{}-2.5	159	180	20	41	1342	0.17
\TheName{}-3.0	159	180	20	41	1384	0.18
SVM	178	157	43	22	5	0.0025
LR	0	200	0	200	1	0.0025
Ye-LDA	156	161	39	44	153	0.005
DTree-10	179	100	100	21	3	0.0025
DTree-20	112	175	25	88	4	0.005
RFC-50	63	187	13	137	18	0.0075
RFC-100	74	185	15	126	15	0.02
NLSVM-0.1	200	24	176	0	4	0.0575
NLSVM-1.0	66	174	26	134	3	0.0675
NLSVM-10	84	194	6	116	3	0.045
LDA	139	158	42	61	301	0.1825
SDA-0.5	152	181	19	48	1301	0.1775
SDA-1.0	155	180	20	45	1388	0.17
SDA-1.5	155	179	21	45	1315	0.18
SDA-2.0	155	179	21	45	1368	0.17
SDA-2.5	155	179	21	45	1318	0.1825
SDA-3.0	155	180	20	45	1359	0.175
\TheName{}-0.5	174	162	38	26	1460	0.185
\TheName{}-1.0	174	185	15	26	1404	0.1675
\TheName{}-1.5	172	187	13	28	1385	0.185
\TheName{}-2.0	168	183	17	32	1387	0.1825
\TheName{}-2.5	164	182	18	36	1476	0.1775
\TheName{}-3.0	159	182	18	41	1395	0.1725
SVM	158	172	28	42	5	0.005
LR	0	200	0	200	0	0.0025
Ye-LDA	151	176	24	49	161	0.005
DTree-10	99	181	19	101	3	0.005
DTree-20	139	167	33	61	5	0.005
RFC-50	105	176	24	95	6	0.01
